,94622,94999,95225,95608,95644,95650,intron_2_16,96419,96439,96457,96579,96698,97016
94622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94999,-0.6726936842001505,0.0,0.0,0.0,0.0,0.0,-0.7997000081037681,0.0,0.0,-0.617357920155404,0.0,0.0,1.76213355758255
95225,-0.6570165473525015,0.0,0.0,0.0,-0.31645424883743545,0.0,0.0,0.0,-0.44276598470492556,-0.7205589200854436,0.0,0.0,0.0
95608,-0.4814837325444497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7220224592596928,-0.815570462683565,0.0,0.0,0.0
95644,0.0,0.0,0.0,0.6907195419835417,0.0,1.4841781622919716,0.0,0.0,-0.35347751165784086,0.0,1.626923378277078,0.0,0.0
95650,-0.8120580624121502,0.0,0.0,0.45234150635176346,0.0,0.0,0.0,0.0,-0.8077278248548413,-0.8447944762154908,0.0,0.0,0.0
intron_2_16,0.0,0.0,-0.5722909274965533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92829688316006,0.0
96419,0.0,2.6068488108438364,0.0,0.0,0.8273328797228522,0.0,0.0,0.0,0.0,0.0,0.0,1.287805354689073,0.0
96439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96698,0.0,0.0,1.72261156596119,0.9343889181554587,1.8466432305102,0.528848184179758,0.0,0.0,0.0,0.0,1.7020727511123688,0.0,1.7720103772643956
97016,0.0,0.0,0.7241280114747912,0.6700243022281933,0.0,0.6019146043288668,0.0,0.0,-1.2389459335324051,-0.4322216579432382,0.0,0.0,0.0
