,Cause (X),Outcome (Y),Confounders (Z),Mediators (M),P(Y=1|do(X=1)),P(Y=1|do(X=0)),Total Effect (TE),Direct Effect (NDE),Indirect Effect (NIE),NDE/TE,NIE/TE,Causality,Refutation TE_DataSubset,Refutation TE_RandCommCause,Refutation TE_Placebo
0,ndhB_95225,ndhB_94999,"['ndhB_95644', 'ndhB_95608']",[],0.8806234652921414,0.7430833610598083,0.15125346047729082,,,,,Yes,NA,NA,NA
1,ndhB_95608,ndhB_95225,['ndhB_95644'],[],0.8688586633551031,0.7268530275306426,0.1560942994145429,,,,,Yes,NA,NA,NA
2,ndhB_95608,ndhB_94999,"['ndhB_95644', 'ndhB_95650']",['ndhB_95225'],0.8789407661111581,0.7368335733324303,0.15596450684341312,0.13235470389618514,0.023609802947227962,84.86206674513966,15.13793325486034,Yes,"Refute: Use a subset of data
Estimated effect:0.15596450684341312
New effect:0.152534818796784
p value:0.84
","Refute: Add a random common cause
Estimated effect:0.15596450684341312
New effect:0.15599368923684753
p value:0.94
","Refute: Use a Placebo Treatment
Estimated effect:0.15596450684341312
New effect:-0.002456674413893312
p value:0.86
"
3,ndhB_95608,ndhB_94622,"['ndhB_95644', 'ndhB_96579']",[],0.06648812395531395,0.043635382991220946,0.03344850119034326,,,,,Yes,NA,NA,NA
4,ndhB_95644,ndhB_95225,"['ndhB_95650', 'ndhB_96419', 'ndhB_96579']",['ndhB_95608'],0.06648812395531395,0.043635382991220946,-0.08901516765628248,-0.0919834432103306,0.0029682755540481193,103.33457278371887,-3.3345727837188712,No,"Refute: Use a subset of data
Estimated effect:-0.08901516765628248
New effect:-0.08842637233278026
p value:1.0
","Refute: Add a random common cause
Estimated effect:-0.08901516765628248
New effect:-0.08908800629389221
p value:0.86
","Refute: Use a Placebo Treatment
Estimated effect:-0.08901516765628248
New effect:-0.0029954475181070495
p value:0.8
"
5,ndhB_95644,ndhB_94999,"['ndhB_95650', 'ndhB_96419', 'ndhB_96579']",['ndhB_95608'],0.8887476149074812,0.8395570451090991,0.05202117521319782,0.049055367783337626,0.0029658074298601986,94.29884577250427,5.701154227495749,Yes,"Refute: Use a subset of data
Estimated effect:0.05202117521319782
New effect:0.05200323481072298
p value:1.0
","Refute: Add a random common cause
Estimated effect:0.05202117521319782
New effect:0.05195803490193986
p value:0.9
","Refute: Use a Placebo Treatment
Estimated effect:0.05202117521319782
New effect:0.0012060705513008852
p value:0.98
"
6,ndhB_95644,ndhB_95608,"['ndhB_95650', 'ndhB_96419', 'ndhB_96579']",[],0.9009058745487517,0.8792832237958906,0.01901591259374058,,,,,Yes,NA,NA,NA
7,ndhB_95644,ndhB_94622,"['ndhB_95650', 'ndhB_96419', 'ndhB_96579']",['ndhB_95608'],0.08739068054882729,0.04981509207273341,0.035991856497363736,0.03535580272233654,0.0006360537750271952,98.23278419918744,1.7672158008125636,Yes,"Refute: Use a subset of data
Estimated effect:0.035991856497363736
New effect:0.0349314760893889
p value:0.9
","Refute: Add a random common cause
Estimated effect:0.035991856497363736
New effect:0.035956727943537554
p value:0.98
","Refute: Use a Placebo Treatment
Estimated effect:0.035991856497363736
New effect:0.0003385015551526838
p value:0.9
"
8,ndhB_95650,ndhB_95225,['ndhB_96419'],['ndhB_95644'],0.8581416901046648,0.7919950599030738,0.11024618641260175,0.12819456312654828,-0.017948376713946525,116.28026991044737,-16.280269910447377,Yes,"Refute: Use a subset of data
Estimated effect:0.11024618641260175
New effect:0.10929636994983367
p value:0.96
","Refute: Add a random common cause
Estimated effect:0.11024618641260175
New effect:0.11032111390474679
p value:0.8999999999999999
","Refute: Use a Placebo Treatment
Estimated effect:0.11024618641260175
New effect:0.0014368721710912558
p value:1.0
"
9,ndhB_95650,ndhB_94999,['ndhB_96419'],['ndhB_95644'],0.8830613399724744,0.6719809185464374,0.21905786807674466,0.20811991575078914,0.010937952325955506,95.00682060772931,4.99317939227068,Yes,"Refute: Use a subset of data
Estimated effect:0.21905786807674466
New effect:0.22022142807806247
p value:0.98
","Refute: Add a random common cause
Estimated effect:0.21905786807674466
New effect:0.21910974852560972
p value:0.8999999999999999
","Refute: Use a Placebo Treatment
Estimated effect:0.21905786807674466
New effect:-0.0005713365481333033
p value:0.92
"
10,ndhB_95650,ndhB_95608,['ndhB_96419'],['ndhB_95644'],0.9333460403749825,0.5264236186150801,0.42975486307480193,0.4258088763519064,0.003945986722895539,99.08180521922128,0.9181947807787136,Yes,"Refute: Use a subset of data
Estimated effect:0.42975486307480193
New effect:0.42815875100147044
p value:0.86
","Refute: Add a random common cause
Estimated effect:0.42975486307480193
New effect:0.429734220893849
p value:0.98
","Refute: Use a Placebo Treatment
Estimated effect:0.42975486307480193
New effect:0.0010532034421491777
p value:0.8999999999999999
"
11,ndhB_95650,ndhB_94622,['ndhB_96419'],['ndhB_95644'],0.0663679907623842,0.04878840567526416,0.011451588641282102,0.004117050208574875,0.0073345384327072275,35.95178221590342,64.04821778409658,Yes,"Refute: Use a subset of data
Estimated effect:0.011451588641282102
New effect:0.01153565591627347
p value:0.94
","Refute: Add a random common cause
Estimated effect:0.011451588641282102
New effect:0.011467668428184889
p value:0.94
","Refute: Use a Placebo Treatment
Estimated effect:0.011451588641282102
New effect:0.0008640747940852713
p value:0.96
"
12,ndhB_95650,ndhB_95644,['ndhB_96419'],[],0.4138716434571323,0.2509324778778483,0.2020194362510474,,,,,Yes,NA,NA,NA
13,ndhB_96419,ndhB_95225,['ndhB_96579'],['ndhB_95644'],0.4138716434571323,0.2509324778778483,-0.028022454150646414,-0.035771515964909774,0.007749061814263357,127.6530448496946,-27.65304484969459,No,"Refute: Use a subset of data
Estimated effect:-0.028022454150646414
New effect:-0.027882035461903366
p value:0.98
","Refute: Add a random common cause
Estimated effect:-0.028022454150646414
New effect:-0.028104608566452645
p value:0.86
","Refute: Use a Placebo Treatment
Estimated effect:-0.028022454150646414
New effect:-0.00023239973228715073
p value:0.96
"
